City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,nagato,34.3833,131.2,13.09,82,96,5.19,JP,1680360079
366,brighton,50.8284,-0.1395,12.87,75,40,4.63,GB,1680359811
367,wamba,8.9333,8.6,38.3,15,90,2.41,NG,1680360080
368,baruun-urt,46.6806,113.2792,0.8,37,100,9.91,MN,1680360080
369,mapiripan,2.8892,-72.1256,23.49,89,100,2.06,CO,1680360080
370,tambopata,-12.7333,-69.1833,25.94,83,75,2.06,PE,1680360081
371,swakopmund,-22.6833,14.5333,17.65,79,8,3.2,NA,1680360081
372,cockburn town,21.4612,-71.1419,26.98,61,20,5.14,TC,1680359912
373,pahrump,36.2083,-115.9839,3.03,27,2,1.61,US,1680360081
374,kungurtug,50.5994,97.5228,-15.31,91,100,1.08,RU,1680360082
375,lasa,46.6166,10.7002,13.72,66,100,1.94,IT,1680360082
376,husavik,66.0449,-17.3389,2.62,97,99,1.05,IS,1680360082
377,manicore,-5.8092,-61.3003,31.18,58,100,1.3,BR,1680360082
378,weligama,5.9667,80.4167,25.52,85,29,1.2,LK,1680360083
379,saint-pierre,-21.3393,55.4781,27.82,74,0,5.14,RE,1680360083
380,zvishavane,-20.3267,30.0665,25.43,47,85,4.5,ZW,1680360083
381,kitimat,54.0524,-128.6534,2.73,33,92,2.03,CA,1680360083
382,kalat,29.0225,66.5916,14.13,45,5,4.21,PK,1680360083
383,tezu,27.9167,96.1667,18.87,89,100,0.71,IN,1680360083
384,huescar,37.811,-2.5412,19.51,38,29,7.77,ES,1680360083
385,osmena,10.5208,119.9258,27.02,79,100,2.17,PH,1680360083
386,ola,59.5833,151.2833,-3.25,95,99,3.38,RU,1680360083
387,sol-iletsk,51.1631,54.9918,13.6,35,40,5.03,RU,1680360084
388,bose,45.4612,8.0137,19.77,27,27,1.65,IT,1680360084
389,smithers,54.7804,-127.1743,-0.82,86,75,2.06,CA,1680360017
390,bilma,18.6853,12.9164,31.64,4,78,3.27,NE,1680360085
391,narsaq,60.9167,-46.05,-1.88,56,91,0.97,GL,1680360085
392,gambela,8.25,34.5833,35.9,21,100,3.08,ET,1680360086
393,zhangjiakou,40.81,114.8794,13.34,52,79,4.18,CN,1680360086
394,casimiro castillo,19.6,-104.4333,28.94,22,76,0.7,MX,1680360086
395,ahuimanu,21.4447,-157.8378,23.25,88,75,1.54,US,1680360086
396,mangrol,21.1167,70.1167,25.2,74,62,4.99,IN,1680360086
397,natal,-5.795,-35.2094,30.36,62,75,6.17,BR,1680359494
398,dhenkanal,20.6667,85.6,25.75,72,16,4.49,IN,1680360087
399,pingliang,35.5392,106.6861,13.42,64,77,5.22,CN,1680360087
400,sungaipenuh,-2.0833,101.3833,17.87,97,100,0.48,ID,1680360087
401,batemans bay,-35.7167,150.1833,15.61,86,94,2.86,AU,1680360087
402,nong bua,15.8646,100.5858,33.27,45,21,6.73,TH,1680360087
403,bathsheba,13.2167,-59.5167,26.34,41,75,8.75,BB,1680360056
404,lompoc,34.6391,-120.4579,8.29,79,0,4.02,US,1680360088
405,panaba,21.2833,-88.2667,29.95,52,8,5.24,MX,1680359947
406,kodinsk,58.6881,99.1844,-14.85,95,67,0.01,RU,1680360088
407,soldotna,60.4878,-151.0583,-0.99,54,0,3.6,US,1680360088
408,ryotsu,38.0833,138.4333,8.38,69,0,5.84,JP,1680360089
409,ponta do sol,32.6667,-17.1,26.51,62,3,4.13,PT,1680360089
410,kyra,49.5776,111.9753,-4.4,38,100,4.78,RU,1680360089
411,barcelos,41.5388,-8.6151,16.06,80,95,1.99,PT,1680360090
412,lesnoye,58.2841,35.5158,2.81,81,100,1.76,RU,1680360090
413,sola,-13.8833,167.55,28.1,74,42,3.65,VU,1680360090
414,kijang,35.2442,129.2139,14.85,68,0,6.33,KR,1680360090
415,balclutha,-46.2339,169.75,10.48,94,100,1.74,NZ,1680360091
416,zubtsov,56.1753,34.5894,2.83,98,100,3.11,RU,1680360091
417,zhanaozen,43.3,52.8,7.07,82,100,6.42,KZ,1680360091
418,jalu,29.0331,21.5482,25.88,13,0,1.67,LY,1680360091
419,huarmey,-10.0681,-78.1522,25.92,79,72,3.87,PE,1680360091
420,chibuto,-24.6867,33.5306,24.16,84,73,3.34,MZ,1680360091
421,taoudenni,22.6783,-3.9836,36.25,4,0,3.45,ML,1680360092
422,ambanja,-13.6833,48.45,28.96,88,100,1.12,MG,1680360092
423,leh,34.1667,77.5833,-1.87,81,92,2.05,IN,1680360092
424,killin,33.6123,-91.7412,19.05,42,0,4.12,US,1680360092
425,klyuchi,52.2667,79.1667,-4.67,58,0,3.68,RU,1680360093
426,ban tak,17.0432,99.0813,28.82,54,13,3.21,TH,1680360094
427,mehamn,71.0357,27.8492,-2.05,80,100,13.38,NO,1680360094
428,dmytrivka,45.9717,28.9864,11.15,84,100,3.54,UA,1680360094
429,meulaboh,4.1363,96.1285,26.16,80,72,1.09,ID,1680360094
430,ilulissat,69.2167,-51.1,-12.99,47,20,1.03,GL,1680360095
431,honiara,-9.4333,159.95,25.49,88,98,0.83,SB,1680360095
432,haimen,23.1935,116.6142,18.94,89,79,3.52,CN,1680360095
433,mandera,3.9366,41.867,36.43,27,64,2.0,KE,1680360095
434,altoona,40.5187,-78.3947,17.99,64,49,2.24,US,1680360095
435,palana,59.1167,159.9667,-1.43,94,100,8.03,RU,1680360095
436,orlik,52.5178,99.825,-21.2,94,86,1.15,RU,1680360096
437,bulgan,48.8125,103.5347,-12.03,84,100,7.18,MN,1680360096
438,iquitos,-3.7481,-73.2472,26.02,94,75,4.12,PE,1680359833
439,calabozo,8.9242,-67.4293,32.38,42,96,5.47,VE,1680360096
440,tsabong,-26.0217,22.401,31.45,26,76,5.31,BW,1680360096
441,hami,42.8,93.45,2.61,26,21,6.73,CN,1680360096
442,pisco,-13.7,-76.2167,24.45,83,60,2.57,PE,1680359927
443,menomonie,44.8755,-91.9193,-0.79,69,0,8.23,US,1680360097
444,bogorodskoye,56.55,37.8833,2.81,89,100,2.95,RU,1680360097
445,palmer,42.1584,-72.3287,12.41,100,100,0.0,US,1680360097
446,havre-saint-pierre,50.2334,-63.5986,0.2,80,100,4.63,CA,1680360098
447,darhan,49.4867,105.9228,-8.55,73,100,9.27,MN,1680360098
448,asau,46.4333,26.4,10.71,88,100,1.12,RO,1680360098
449,pacific grove,36.6177,-121.9166,5.36,92,0,1.54,US,1680360098
450,kieta,-6.2167,155.6333,25.67,86,65,1.43,PG,1680360098
451,samdrup jongkhar,26.9167,91.6167,14.77,92,69,0.87,BT,1680360099
452,soe,-9.8607,124.284,18.69,94,99,1.68,ID,1680360099
453,tilichiki,60.4667,166.1,-9.68,97,98,0.92,RU,1680360099
454,gat,31.61,34.7642,18.55,21,0,4.53,IL,1680359838
455,tortoli,39.9256,9.6572,19.9,30,20,11.83,IT,1680360099
456,hamilton,39.1834,-84.5333,17.47,53,0,10.29,US,1680359868
457,sao jose da coroa grande,-8.8978,-35.1478,28.76,64,46,3.06,BR,1680360099
458,puerto ayacucho,5.6639,-67.6236,25.21,80,100,2.18,VE,1680360099
459,zeya,53.75,127.2667,2.63,87,100,2.51,RU,1680360100
460,killybegs,54.6333,-8.45,9.84,81,100,8.5,IE,1680360100
461,rawson,-43.3002,-65.1023,23.11,28,72,8.88,AR,1680360100
462,flinders,-34.5833,150.8552,16.21,87,84,0.89,AU,1680360100
463,samarai,-10.6167,150.6667,27.46,79,100,3.8,PG,1680360100
464,vung tau,10.346,107.0843,26.74,77,96,7.25,VN,1680360101
465,tripoli,32.8752,13.1875,22.98,48,4,5.0,LY,1680359725
466,waharoa,-37.7667,175.7667,19.73,96,100,0.7,NZ,1680360101
467,narovchat,53.8765,43.6946,7.08,74,100,4.17,RU,1680360101
468,elko,41.0002,-115.5012,1.24,68,100,2.24,US,1680360101
469,ust-ordynskiy,52.805,104.7508,-9.92,70,58,4.11,RU,1680360101
470,valparaiso,-33.0393,-71.6273,20.13,55,0,2.57,CL,1680359915
471,atasu,48.6814,71.6433,-1.13,62,0,6.91,KZ,1680360102
472,venado,22.9333,-101.0833,19.18,57,51,2.57,MX,1680360102
473,jurm,36.8648,70.8342,11.7,54,8,0.56,AF,1680360102
474,ilebo,-4.3167,20.5833,27.45,69,99,0.99,CD,1680360102
475,san martin,-33.081,-68.4681,16.3,30,88,3.72,AR,1680360102
476,catuday,16.2923,119.8062,25.46,79,4,3.39,PH,1680360102
477,changping,40.2186,116.2197,16.8,39,68,2.32,CN,1680359892
478,atar,20.5169,-13.0499,37.18,4,0,8.64,MR,1680360103
479,benguela,-12.5763,13.4055,28.52,64,97,3.7,AO,1680360103
480,sawakin,19.1059,37.3321,24.93,56,43,5.84,SD,1680360103
481,salalah,17.0151,54.0924,29.05,74,75,5.66,OM,1680360104
482,sungairaya,0.7,108.9,25.65,81,100,0.1,ID,1680360104
483,korla,41.7597,86.1469,10.68,13,0,4.63,CN,1680360104
484,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-0.87,93,10,2.75,RU,1680360104
485,ust-nera,64.5667,143.2,-10.5,96,100,1.92,RU,1680360104
486,petropavlovsk-kamchatskiy,53.0452,158.6483,-3.67,80,0,2.0,RU,1680360104
487,manyana,-23.4,21.7167,27.67,35,81,3.39,BW,1680360104
488,makakilo city,21.3469,-158.0858,22.6,88,100,1.54,US,1680360104
489,ustka,54.5805,16.8619,3.14,81,100,9.75,PL,1680360105
490,grand-santi,4.25,-54.3833,30.31,48,100,2.41,GF,1680360105
491,bakel,14.905,-12.4568,41.51,4,0,4.94,SN,1680360105
492,katsuura,35.1333,140.3,15.46,74,100,5.19,JP,1680360105
493,okato,-39.2,173.8833,18.28,1,99,2.76,NZ,1680360105
494,carahue,-38.7,-73.1667,16.67,58,97,1.07,CL,1680360105
495,mata,40.683,-7.4592,12.95,83,94,2.88,PT,1680360105
496,arman,59.7,150.1667,-3.32,96,100,1.57,RU,1680360106
497,changchun,43.88,125.3228,11.98,27,86,4.05,CN,1680360106
498,warkworth,-36.4,174.6667,18.6,93,100,1.46,NZ,1680360106
499,susangerd,31.5608,48.1831,16.69,21,0,7.48,IR,1680360106
500,nouadhibou,20.931,-17.0347,36.99,14,0,8.23,MR,1680360107
501,oromocto,45.8351,-66.4792,3.73,89,100,4.47,CA,1680360107
502,dire,12.2833,-10.9667,42.11,4,1,2.27,ML,1680360107
503,portland,45.5234,-122.6762,5.45,93,100,3.13,US,1680359530
504,rocha,-34.4833,-54.3333,21.73,41,59,6.21,UY,1680359966
505,ulagan,50.6321,87.9563,-14.42,94,96,1.93,RU,1680360107
506,vysokogornyy,50.1167,139.15,-3.26,94,0,0.59,RU,1680360108
507,kargasok,59.0556,80.8572,-4.0,78,100,5.09,RU,1680360108
508,cheyenne,41.14,-104.8203,4.41,40,0,7.72,US,1680359535
509,kabalo,-6.05,26.9167,26.15,77,79,1.29,CD,1680360108
510,kuna,43.4918,-116.4201,5.01,91,75,3.09,US,1680360108
511,faya,18.3851,42.4509,21.06,72,88,3.98,SA,1680360108
512,otane,-39.8833,176.6333,18.89,92,100,1.17,NZ,1680360108
513,sao filipe,14.8961,-24.4956,26.66,59,0,3.44,CV,1680360108
514,inirida,3.8653,-67.9239,23.5,97,100,0.56,CO,1680360109
515,murree,33.9073,73.393,6.8,84,68,1.53,PK,1680360109
516,mananjary,-21.2167,48.3333,25.73,82,99,2.64,MG,1680360109
517,tiarei,-17.5333,-149.3333,25.56,76,24,4.41,PF,1680360109
518,khani,41.9563,42.9566,8.76,76,100,0.81,GE,1680360109
519,malakal,9.5334,31.6605,36.36,7,97,2.67,SS,1680360110
520,itarema,-2.9248,-39.9167,28.77,71,89,3.47,BR,1680360110
521,gamba,-2.65,10.0,24.62,86,100,2.05,GA,1680360110
522,chokwe,-24.5333,32.9833,26.67,68,82,2.99,MZ,1680360110
523,locri,38.2414,16.2623,19.07,48,100,5.61,IT,1680360111
524,marquette,46.5333,-87.6335,-3.46,89,100,8.85,US,1680360111
525,bairiki,1.3292,172.9752,28.0,78,40,2.57,KI,1680360112
526,vao,-22.6667,167.4833,25.45,84,24,4.7,NC,1680360112
527,kanye,-24.9667,25.3327,25.49,35,55,2.12,BW,1680360112
528,san quintin,30.4833,-115.95,13.43,77,0,2.88,MX,1680360112
529,camacha,33.0833,-16.3333,18.68,73,40,6.17,PT,1680360112
530,dakar,14.6937,-17.4441,40.49,25,0,3.09,SN,1680359981
531,jardim,-21.4803,-56.1381,31.32,49,5,1.74,BR,1680359997
532,ulaangom,49.9811,92.0667,-12.04,69,99,3.61,MN,1680360112
533,thunder bay,48.4001,-89.3168,-7.05,35,75,3.09,CA,1680360004
534,manado,1.487,124.8455,24.43,100,40,3.09,ID,1680359938
535,baffa,34.4378,73.2194,12.62,83,99,0.9,PK,1680360112
536,las palmas,28.4204,-14.0131,20.44,73,20,6.69,ES,1680360112
537,birao,10.2849,22.7882,37.12,7,73,4.44,CF,1680360113
538,timaru,-44.4,171.25,13.93,92,100,2.24,NZ,1680359847
539,ketchikan,55.3422,-131.6461,2.26,93,100,2.06,US,1680360113
540,stonehaven,56.9637,-2.2118,6.29,84,100,3.58,GB,1680360113
541,spearfish,44.4908,-103.8594,5.49,55,0,3.58,US,1680360113
542,mehran,33.1222,46.1646,14.68,26,0,5.72,IR,1680360113
543,nakonde,-9.3421,32.745,18.68,84,80,2.42,ZM,1680360113
544,grindavik,63.8424,-22.4338,6.26,81,75,11.32,IS,1680360114
545,atambua,-9.1061,124.8925,23.2,90,100,1.37,ID,1680360114
546,hambantota,6.1241,81.1185,27.19,94,40,0.51,LK,1680360114
547,kayes,14.0,-11.0,40.45,4,0,2.3,ML,1680360114
548,dhidhdhoo,6.8833,73.1,28.5,64,99,3.06,MV,1680360115
549,garcia hernandez,9.6144,124.2946,26.29,86,100,3.78,PH,1680360115
550,oistins,13.0667,-59.5333,26.05,41,75,8.75,BB,1680360115
551,bafoulabe,13.8065,-10.8321,41.6,4,0,2.32,ML,1680360115
552,mareeba,-17.0,145.4333,24.4,92,74,0.46,AU,1680360115
553,lisakovsk,52.5369,62.4936,0.85,77,4,4.41,KZ,1680360115
554,mokhsogollokh,61.4681,128.9203,-16.88,86,98,4.27,RU,1680360115
555,westport,41.1415,-73.3579,14.12,89,100,6.69,US,1680360115
556,saint-augustin,51.226,-58.6502,0.99,61,91,4.93,CA,1680360115
557,vanavara,60.34,102.2797,-21.83,98,60,0.77,RU,1680360116
